codeIataAirport,airportName,codeIataCity,latitudeAirport,longitudeAirport,timezone,airportCity
THM,Thompsonfield,THM,39.183334,-91.98333,America/Chicago,Thompsonfield
THP,Hot Springs,THP,43.65,-108.21667,America/Denver,Thermopolis
THV,York Airport,THV,39.95,-76.71667,America/New_York,York
TIX,Space Coast Regional,TIX,28.512222,-80.799446,America/New_York,Titusville
TKA,Talkeetna,TKA,62.322224,-150.09,America/Anchorage,Talkeetna
TKE,Tenakee SPB,TKE,57.783333,-135.21666,America/Anchorage,Tenakee Springs
TKF,Truckee-Tahoe,TKF,39.325,-120.14167,America/Los_Angeles,Truckee
TKI,Tokeen,TKI,55.9375,-133.325,America/Anchorage,Tokeen
TKJ,Tok,TKJ,63.3,-143,America/Anchorage,Tok
TKL,Taku SPB,TKL,58,-134,America/Anchorage,Taku Lodge
TLA,Teller,TLA,65.27167,-166.355,America/Anchorage,Teller
TLF,Telida,TLF,63.666668,-152.5,America/Anchorage,Telida
TLH,Tallahassee Regional Airport,TLH,30.395782,-84.34444,America/New_York,Tallahassee
TLJ,Tatalina AFS,TLJ,62.885277,-155.96806,America/Anchorage,Tatalina
TLR,Mefford Field,TLR,36.216667,-119.35,America/Los_Angeles,Tulare
TLT,Tuluksak,TLT,61.09889,-160.96472,America/Anchorage,Tuluksak
TMA,Henry Tift Myers,TMA,31.433332,-83.48333,America/New_York,Tifton
TNC,Tin City Afs,TNC,65.56389,-167.91888,America/Anchorage,Tin City
TNK,Tununak,TNK,60.57083,-165.26666,America/Anchorage,Tununak
TNP,Twentynine Palms,TNP,34.11889,-115.935,America/Los_Angeles,Twentynine Palms
TNU,Newton Municipal Airport,TNU,41.7,-93.05,America/Chicago,Newton
TOA,Torrance Airport,TOA,33.833332,-118.316666,America/Los_Angeles,Torrance
TOC,Toccoa RG Letourneau Field,TOC,34.583332,-83.316666,America/New_York,Toccoa
TOG,Togiak Village,TOG,59.056667,-160.38222,America/Anchorage,Togiak Village
TOI,Troy Municipal Airport,TOI,31.8,-85.96667,America/Chicago,Troy
TOR,Torrington Municipal Airport,TOR,42.066666,-104.183334,America/Denver,Torrington
TPH,Tonopah Airport,TPH,38.066666,-117.23333,America/Los_Angeles,Tonopah
XSD,Test Range,TPH,38.033333,-117.23333,America/Los_Angeles,Tonopah
TPL,Draughon-miller Central Texas Regional,TPL,31.150278,-97.409164,America/Chicago,Temple
TPO,Tanalian Point,TPO,60.166668,-154.33333,America/Anchorage,Tanalian Point
TRH,Trona,TRH,35.81278,-117.325836,America/Los_Angeles,Trona
TRI,Tri-cities Regional,TRI,36.48111,-82.40785,America/New_York,Blountville
TRL,Terrell Field,TRL,32.735832,-96.275,America/Chicago,Terrell
TRM,Thermal,TRM,33.630554,-116.93611,America/Los_Angeles,Thermal
TRP,Coast Guard Heliport,TRP,,,America/Anchorage,Tree Point
TRT,Tremonton,TRT,41.716667,-112.166664,America/Denver,Tremonton
TRX,Memorial,TRX,40.083332,-93.61667,America/Chicago,Trenton
TSG,Intermediate,TSG,63.35,-143.5,America/Anchorage,Tanacross
TSM,Taos,TSM,36.459167,-105.67528,America/Denver,Taos
TSP,Kern County,TSP,35.1375,-118.441666,America/Los_Angeles,Tehachapi
TTD,Troutdale,TTD,45.9,-122.65,America/Los_Angeles,Troutdale
TTO,Britton Municipal Airport,TTO,45.8,-97.75,America/Chicago,Britton
TUP,Lemons Municipalcipal,TUP,34.25889,-88.76722,America/Chicago,Tupelo
TVC,Cherry Capital Airport,TVC,44.744083,-85.58035,America/Detroit,Traverse City
TVF,Regional,TVF,48.066113,-96.185,America/Chicago,Thief River Falls
TVI,Thomasville Municipal Airport,TVI,30.9025,-83.880554,America/New_York,Thomasville
TVL,South Lake Tahoe,TVL,38.89417,-119.994446,America/Los_Angeles,South Lake Tahoe
TWA,Twin Hills,TWA,59.166668,-159.99167,America/Anchorage,Twin Hills
TWD,Port Townsend,TWD,48.11667,-122.76667,America/Los_Angeles,Port Townsend
TWE,Taylor,TWE,65.73333,-164.85,America/Anchorage,Taylor
TWF,Joslin Field - Magic Valley Regional,TWF,42.481945,-114.486664,America/Boise,Twin Falls
TXK,Texarkana Municipal,TXK,33.45639,-93.98917,America/Chicago,Texarkana
TYE,Tyonek,TYE,61.016666,-151.33333,America/Anchorage,Tyonek
TYR,Tyler Pounds Regional Airport,TYR,32.351597,-95.41012,America/Chicago,Tyler
TYS,Mc Ghee Tyson,TYS,35.80565,-83.98973,America/New_York,Knoxville
TYZ,Taylor,TYZ,34.466667,-110.083336,America/Phoenix,Taylor
TZC,Tuscola Area,TZC,43.45861,-83.44528,America/Detroit,Caro
UCC,Yucca Flat,UCC,37,-116.05,America/Los_Angeles,Yucca Flat
UCE,Eunice,UCE,30.5,-92.416664,America/Chicago,Eunice
UCY,Everett-Stewart,UCY,36.433334,-89.05,America/Chicago,Union City
UES,Waukesha,UES,43.038334,-88.23,America/Chicago,Waukesha
UGI,Uganik,UGI,57.88333,-153.5,America/Anchorage,Uganik
UGN,Memorial,UGN,42.36667,-87.833336,America/Chicago,Waukegan
UGS,Ugashik,UGS,57.533333,-157.41667,America/Anchorage,Ugashik
UIL,Quillayute State,UIL,47.9,-124.63333,America/Los_Angeles,Quillayute
UIN,Quincy M Baldwin Field,UIN,39.944168,-91.19722,America/Chicago,Quincy
UKI,Ukiah,UKI,39.126667,-123.2,America/Los_Angeles,Ukiah
UKN,Waukon Municipal Airport,UKN,43.266666,-91.48333,America/Chicago,Waukon
UKT,Upper Bucks,UKT,40.433334,-75.35,America/New_York,Quakertown
ULM,New Ulm,ULM,44.32139,-94.50056,America/Chicago,New Ulm
UMB,North Shore,UMB,53.376667,-167.8875,America/Anchorage,Umnak Island
UNS,Umnak,UMB,53.25,-168.33333,America/Anchorage,Umnak Island
UMM,Summit,UMM,63.316666,-149.31667,America/Anchorage,Summit
UMT,Umiat,UMT,69.416664,-152.33333,America/Anchorage,Umiat
UNK,Unalakleet,UNK,63.881927,-160.79944,America/Anchorage,Unalakleet
UNU,Dodge County,UNU,58.3,-134.41667,America/Chicago,Juneau
UOS,Franklin County,UOS,35.183334,-85.9,America/Chicago,Sewanee
UOX,University-Oxford,UOX,34.384445,-89.535,America/Chicago,Oxford
UPP,Upolu Point,UPP,20.268057,-155.8625,Pacific/Honolulu,Upolu Point
UQE,Queen,UQE,58.876667,-158.43167,America/Anchorage,Queen
UST,St Augustine,UST,29.95,-81.333336,America/New_York,St Augustine
UTM,Tunica Municipalcipal Airport,UTM,34.667694,-90.36767,America/Chicago,Tunica
UTO,Indian Mountain AFS,UTO,65.99333,-153.70166,America/Anchorage,Utopia Creek
UUK,Kuparuk,UUK,70.416664,-148.91667,America/Anchorage,Kuparuk
UVA,Garner Field,UVA,29.201944,-99.735,America/Chicago,Uvalde
UWA,Ware,UWA,42.266666,-72.23333,America/New_York,Ware
VAD,Moody AFB,VLD,30.833332,-83.28333,America/New_York,Valdosta
VLD,Regional,VLD,30.78389,-83.27722,America/New_York,Valdosta
VAK,Chevak,VAK,61.52861,-165.59027,America/Nome,Chevak
VBM,Blue Mountain,VBM,57.8575,-157.08667,America/Anchorage,Blue Mountain
VCB,View Cove,VCB,55.083332,-133.01666,America/Anchorage,View Cove
VCT,County-Foster,VCT,28.85111,-96.914444,America/Chicago,Victoria
VCV,Southern California Logistics,VCV,34.533333,-117.3,America/Los_Angeles,Victorville
VDI,Vidalia Municipal Airport,VDI,32.216667,-82.416664,America/New_York,Vidalia
VDZ,Valdez Municipal,VDZ,61.1325,-146.23889,America/Anchorage,Valdez
VEE,Venetie,VEE,67.023056,-146.41112,America/Anchorage,Venetie
VEL,Vernal,VEL,40.43889,-109.51028,America/Denver,Vernal
VEX,Tioga Municipal Airport,VEX,41.916668,-77.13333,America/Chicago,Tioga
VHN,Culberson County,VHN,31.05,-104.833336,America/Chicago,Van Horn
VIH,Rolla National,VIH,38.13333,-91.76667,America/Chicago,Vichy
VIK,Airstrip,VIK,69.68,-146.9,America/Anchorage,Kavik
VIS,Visalia,VIS,36.319443,-119.39389,America/Los_Angeles,Visalia
VJI,Virginia Highlands,VJI,36.68611,-82.03333,America/New_York,Abingdon
VKS,Vicksburg,VKS,32.35,-90.85,America/Chicago,Vicksburg
VKW,West Kavik,VKW,69.76667,-146.91667,America/Anchorage,West Kavik
VLA,Vandalia,VLA,38.966667,-89.1,America/Chicago,Vandalia
VLE,J t Robidoux,VLE,35.65,-112.183334,America/Phoenix,Valle
VLO,Stolport,VLO,38.11667,-122.23333,America/Los_Angeles,Vallejo
VNC,Venice Municipalcipal,VNC,27.066668,-82.433334,America/New_York,Venice
VOK,Volk Field,VOK,43.933334,-90.28333,America/Chicago,Camp Douglas
VPZ,Porter County,VPZ,41.4525,-87.00528,America/Chicago,Valparaiso
VRB,Vero Beach Municipal,VRB,27.6525,-80.41361,America/New_York,Vero Beach
VRS,Versailles,VRS,38.433334,-92.85,America/Chicago,Versailles
VSF,State,VSF,42.11667,-72.583336,America/New_York,Springfield
VSK,Vista Field,VSK,46.21125,-119.13723,America/Los_Angeles,Kennewick
VTN,Miller Field,VTN,42.86667,-100.55,America/Chicago,Valentine
VYS,Illinois Valley Regnl,VYS,41.333332,-89.13333,America/Chicago,Peru
WAA,Wales,WAA,65.617226,-168.09084,America/Anchorage,Wales
WAH,Wahpeton,WAH,46.266666,-96.6,America/Chicago,Wahpeton
WAL,Wallops Flight Center,WAL,37.933334,-75.38333,America/New_York,Chincoteague
WAY,Greene County,WAY,39.75,-77.583336,America/New_York,Waynesburg
WBB,Stebbins,WBB,63.51936,-162.28873,America/Anchorage,Stebbins
WBI,Broker Inn,WBU,40.016666,-105.28333,America/Denver,Boulder
WBU,Boulder Municipal,WBU,40.039165,-105.225555,America/Denver,Boulder
WHH,Hiltons Har H,WBU,40.030556,-105.23472,America/Denver,Boulder
XHH,Boulder Bus Station,WBU,40.0149856,-105.2705456,America/Denver,Boulder
WBK,Community,WBK,44.2466,-84.18684,America/Detroit,West Branch
WBN,Cummings Park,WBN,42.466667,-71.15,America/New_York,Woburn
WBQ,Beaver,WBQ,66.36222,-147.40834,America/Anchorage,Beaver
WBR,Big Rapids,WBR,43.7,-85.48333,America/Detroit,Big Rapids
WCR,Chandalar,WCR,67.505554,-148.5,America/Anchorage,Chandalar
WDB,Deep Bay,WDB,55.583332,-131.75,America/Sitka,Deep Bay
WDN,Waldron Island,WDN,48.716667,-123.03333,America/Los_Angeles,Waldron Island
WDR,Winder,WDR,33.983334,-83.71667,America/New_York,Winder
WEA,Parker County,WEA,32.766666,-97.8,America/Chicago,Weatherford
WFK,Frenchville,WFK,47.35,-68.333336,America/New_York,Frenchville
WGO,Winchester Regional,WGO,39.14111,-78.14278,America/New_York,Winchester
WHD,SPB,WHD,55.916668,-130.08333,America/Sitka,Hyder
WHT,Wharton,WHT,29.316668,-96.1,America/Chicago,Wharton
WIB,Wilbarger County,WIB,34.225417,-99.283564,America/Chicago,Wilbarger
WJF,William J Fox,WJF,34.7,-118.13333,America/Los_Angeles,Lancaster
WKK,Aleknagik,WKK,59.27778,-158.61111,America/Anchorage,Aleknagik
WKL,Waikoloa Airport,WKL,19.85,-156.33333,Pacific/Honolulu,Waikoloa
WLB,Labouchere Bay,WLB,56.291668,-133.65834,America/Sitka,Labouchere Bay
WLD,Arkansas City,WLD,37.166943,-97.05028,America/Chicago,Winfield
WLK,Selawik,WLK,66.602776,-159.98334,America/Anchorage,Selawik
WLM,Waltham,WLM,42.385277,-71.25139,America/New_York,Waltham
WLN,Little Naukati,WLN,55.86667,-133.21666,America/Sitka,Little Naukati
WLR,Loring,WLR,55.666668,-131.66667,America/Sitka,Loring
WLW,Glenn County,WLW,39.88333,-122.35,America/Los_Angeles,Willows
WMC,Winnemucca,WMC,40.966667,-117.73333,America/Los_Angeles,Winnemucca
WMH,Mountain Home,WMH,36.333332,-92.38333,America/Chicago,Mountain Home
WMK,SPB,WMK,55.733334,-132.18333,America/Anchorage,Meyers Chuck
WMO,White Mountain,WMO,64.68694,-163.40666,America/Anchorage,White Mountain
WNA,Napakiak SPB,WNA,60.7,-162.11667,America/Anchorage,Napakiak
WNC,Naukati Bay SPB,WNC,55.854168,-133.225,America/Anchorage,Tuxekan Island
WOD,Wood River,WOD,38.86667,-90.083336,America/Anchorage,Wood River
WOO,Woodchopper,WOO,65.333336,-143.53334,America/Anchorage,Woodchopper
WOW,Willow,WOW,61.833332,-150.16667,America/Anchorage,Willow
WPO,North Fork Valley,WPO,38.86667,-107.6,America/Denver,Paonia
WRG,Wrangell SPB,WRG,56.484444,-132.36667,America/Anchorage,Wrangell
WRH,Wrench Creek,WRH,68.25,-162.28334,America/Anchorage,Wrench Creek
WRI,Mc Guire AFB,WRI,40.155308,-74.65017,America/New_York,Wrightstown
WRL,Worland Municipalcipal,WRL,43.9675,-107.95306,America/Denver,Worland
WSB,SPB,WSB,39.36667,-119.73333,America/Anchorage,Steamboat Bay
WSD,Condron AAF,WSD,32.38333,-106.48333,America/Denver,White Sands
WSF,Sarichef,WSF,54.583332,-164.91667,America/Anchorage,Sarichef
WSG,County,WSG,40.166668,-80.25,America/New_York,Washington
WSH,Brookhaven,WSH,40.75,-72.833336,America/New_York,Shirley
WSJ,San Juan SPB,WSJ,57.73111,-153.31833,America/Anchorage,San Juan
WSM,Wiseman,WSM,67.401665,-150.11667,America/Anchorage,Wiseman
WSN,South Naknek,WSN,58.718613,-156.93417,America/Anchorage,South Naknek
WST,Westerly State,WST,41.350193,-71.8069,America/New_York,Westerly
WSX,Westsound,WSX,48.666668,-122.88333,America/Los_Angeles,Westsound
WTK,Noatak,WTK,67.56306,-162.98416,America/Anchorage,Noatak
WTL,Tuntutuliak,WTL,60.35,-162.63333,America/Anchorage,Tuntutuliak
WTR,White River,WTR,33.85,-109.96667,America/Phoenix,White River
WVI,Watsonville,WVI,36.916668,-121.75,America/Los_Angeles,Watsonville
WVL,Robert Lafleur,WVL,44.53389,-69.675835,America/New_York,Waterville
WWA,Wasilla,WWA,61.583332,-149.43333,America/Anchorage,Wasilla
WWD,Cape May County,WWD,39.00639,-74.90889,America/New_York,Wildwood
WWP,Whale Pass,WWP,56.666668,-133.83333,America/Anchorage,Whale Pass
WWR,West Woodward,WWR,36.43611,-99.52639,America/Chicago,Woodward
WWS,USAF Heliport,WWS,,,America/Anchorage,Wildwood
WWT,Newtok,WWT,60.92278,-164.6486,America/Anchorage,Newtok
WYB,SPB,WYB,55.916668,-131.83333,America/Anchorage,Yes Bay
WYS,Yellowstone,WYS,44.68667,-111.10472,America/Denver,West Yellowstone
XES,Lake Geneva Aire Estates Airport,XES,42.627777,-88.428055,America/Chicago,Lake Geneva
XMD,Madison,XMD,44,-97.11667,America/Chicago,Madison
XPR,Pine Ridge,XPR,43.016666,-102.51667,America/Denver,Pine Ridge
XPU,West Kuparuk,XPU,70.333336,-149.33333,America/Anchorage,West Kuparuk
XSM,St Marys,XSM,38.283333,-76.63333,America/New_York,St Marys
YAK,Yakutat,YAK,59.509167,-139.65973,America/Yakutat,Yakutat
YKN,Chan Gurney,YKN,42.916943,-97.38639,America/Chicago,Yankton
YNG,Youngstown,YNG,41.25611,-80.66972,America/New_York,Youngstown
ZME,Metropark Railway,EWR,,,America/New_York,Newark
ZRP,Pennsylvania Railroad Station,EWR,,,America/New_York,Newark
ZNC,Nyac,ZNC,61,-160,America/Anchorage,Nyac
ZPH,Zephyrhills,ZPH,28.233334,-82.183334,America/New_York,Zephyrhills
ZRF,Park & Ride Bus Svc,RMC,-32.85,24.1667,America/Chicago,Rockford
ZRK,VanGalder Bus Termina,RMC,-32.85,24.1667,America/Chicago,Rockford
ZSM,Santa Clara Bus Station,ZSM,,,America/Los_Angeles,Santa Clara
ZSY,Scottsdale Bus Station,ZSY,,,America/Phoenix,Scottsdale
ZTF,Stamford Railway Station,ZTF,,,America/New_York,Stamford
ZTV,Sturtevant Railway Station,ZTV,,,America/Chicago,Sturtevant
ZUA,Utica N Railway,UCA,32.103817,80.054276,America/New_York,Utica
ZUK,Lake Cook Road Railway Station,ZUK,30.1575,101.73472,America/Chicago,Lake Cook Road
ZWV,Glenview Railway Station,ZWV,,,America/Chicago,Glenview
ZZV,Zanesville,ZZV,39.933334,-82.01667,America/New_York,Zanesville
